Date,VIX High
2019-03-05,15.39
2019-03-06,16.11
2019-03-07,17.81
2019-03-08,18.33
2019-03-11,16.43
2019-03-12,14.70
2019-03-13,14.05
2019-03-14,13.84
2019-03-15,13.28
2019-03-18,13.80
2019-03-19,13.77
2019-03-20,14.30
2019-03-21,14.56
2019-03-22,17.52
2019-03-25,17.85
2019-03-26,16.30
2019-03-27,16.71
2019-03-28,15.62
2019-03-29,14.43
2019-04-01,14.01
2019-04-02,13.68
2019-04-03,14.27
2019-04-04,14.03
2019-04-05,13.47
2019-04-08,13.77
2019-04-09,14.39
2019-04-10,14.29
2019-04-11,13.58
2019-04-12,12.96
2019-04-15,13.14
2019-04-16,12.47
2019-04-17,13.02
2019-04-18,13.12
2019-04-22,13.36
2019-04-23,12.69
2019-04-24,13.23
2019-04-25,14.30
2019-04-26,13.62
2019-04-29,13.27
2019-04-30,14.05
2019-05-01,14.83
2019-05-02,15.92
2019-05-03,14.15
2019-05-06,18.80
2019-05-07,21.84
2019-05-08,21.74
2019-05-09,23.38
2019-05-10,20.19
2019-05-13,21.32
2019-05-14,19.65
2019-05-15,19.15
2019-05-16,17.13
2019-05-17,16.81
2019-05-20,17.63
2019-05-21,16.22
2019-05-22,15.44
2019-05-23,18.05
2019-05-24,16.52
2019-05-28,17.70
2019-05-29,19.04
2019-05-30,18.11
2019-05-31,19.72
2019-06-03,19.75
2019-06-04,18.74
2019-06-05,17.49
2019-06-06,16.54
2019-06-07,16.44
2019-06-10,16.47
2019-06-11,16.70
2019-06-12,16.43
2019-06-13,16.21
2019-06-14,16.40
2019-06-17,15.76
2019-06-18,15.54
2019-06-19,15.71
2019-06-20,16.03
2019-06-21,15.48
2019-06-24,15.56
2019-06-25,16.68
2019-06-26,16.60
2019-06-27,16.40
2019-06-28,16.13
2019-07-01,14.64
2019-07-02,14.30
2019-07-03,13.19
2019-07-05,14.47
2019-07-08,14.44
2019-07-09,14.71
2019-07-10,14.69
2019-07-11,13.33
2019-07-12,12.82
2019-07-15,13.02
2019-07-16,13.14
2019-07-17,13.97
2019-07-18,14.50
2019-07-19,14.45
2019-07-22,14.70
2019-07-23,13.52
2019-07-24,13.10
2019-07-25,13.54
2019-07-26,12.72
2019-07-29,13.17
2019-07-30,14.18
2019-07-31,16.55
2019-08-01,19.46
2019-08-02,20.11
2019-08-05,24.81
2019-08-06,22.87
2019-08-07,23.67
2019-08-08,19.89
2019-08-09,19.44
2019-08-12,21.26
2019-08-13,21.64
2019-08-14,22.71
2019-08-15,24.10
2019-08-16,20.50
2019-08-19,18.22
2019-08-20,17.70
2019-08-21,17.04
2019-08-22,17.68
2019-08-23,21.07
2019-08-26,21.33
2019-08-27,21.04
2019-08-28,21.64
2019-08-29,19.20
2019-08-30,19.18
2019-09-03,21.15
2019-09-04,18.83
2019-09-05,17.05
2019-09-06,16.06
2019-09-09,16.13
2019-09-10,16.52
2019-09-11,15.52
2019-09-12,14.94
2019-09-13,14.31
2019-09-16,15.29
2019-09-17,15.03
2019-09-18,15.80
2019-09-19,14.66
2019-09-20,15.84
2019-09-23,16.00
2019-09-24,17.62
2019-09-25,18.45
2019-09-26,17.09
2019-09-27,18.69
2019-09-30,17.35
2019-10-01,18.62
2019-10-02,21.46
2019-10-03,21.44
2019-10-04,19.97
2019-10-07,18.52
2019-10-08,20.38
2019-10-09,20.00
2019-10-10,19.80
2019-10-11,17.44
2019-10-14,16.50
2019-10-15,14.43
2019-10-16,14.26
2019-10-17,14.18
2019-10-18,15.16
2019-10-21,14.63
2019-10-22,14.61
2019-10-23,15.12
2019-10-24,14.34
2019-10-25,13.79
2019-10-28,13.14
2019-10-29,13.52
2019-10-30,13.77
2019-10-31,13.95
2019-11-01,13.12
2019-11-04,13.13
2019-11-05,13.28
2019-11-06,13.39
2019-11-07,12.89
2019-11-08,13.05
2019-11-11,13.49
2019-11-12,13.10
2019-11-13,13.90
2019-11-14,13.81
2019-11-15,12.97
2019-11-18,13.10
2019-11-19,13.01
2019-11-20,14.17
2019-11-21,13.86
2019-11-22,13.25
2019-11-25,12.59
2019-11-26,12.04
2019-11-27,11.79
2019-11-29,12.83
2019-12-02,15.27
2019-12-03,17.99
2019-12-04,16.40
2019-12-05,15.37
2019-12-06,14.47
2019-12-09,16.07
2019-12-10,16.90
2019-12-11,15.97
2019-12-12,15.55
2019-12-13,14.35
2019-12-16,12.53
2019-12-17,12.47
2019-12-18,12.70
2019-12-19,12.78
2019-12-20,12.61
2019-12-23,12.90
2019-12-24,12.84
2019-12-26,12.75
2019-12-27,13.72
2019-12-30,15.14
2019-12-31,15.39
2020-01-02,13.72
2020-01-03,16.20
2020-01-06,16.39
2020-01-07,14.46
2020-01-08,15.24
2020-01-09,13.24
2020-01-10,12.87
2020-01-13,13.09
2020-01-14,13.82
2020-01-15,12.83
2020-01-16,12.42
2020-01-17,12.48
2020-01-21,13.33
2020-01-22,13.01
2020-01-23,14.15
2020-01-24,15.98
2020-01-27,19.02
2020-01-28,18.03
2020-01-29,16.65
2020-01-30,18.39
2020-01-31,19.99
2020-02-03,18.88
2020-02-04,16.46
2020-02-05,16.32
2020-02-06,15.66
2020-02-07,16.16
